,start,stop,filename,cluster,names,anno,behavior
0,1118208,1126962,/media/dkohlsdorf/GODZILLA/2011_wav//05281103.wav,4056,RIVET STUBBY SCQEW BLOTCHES LITTLEGASH MUGSY PIGLET FLAMBE BRUSH? GELATO POINTLESS FAGE? LITTLEPRAWN MERIDIAN,TRAVEL NURSING WOUND SWIM BY SURFACE,TR
1,1589248,1598002,/media/dkohlsdorf/GODZILLA/2011_wav//05281103.wav,6338,RIVET STUBBY SCQEW BLOTCHES LITTLEGASH MUGSY PIGLET FLAMBE BRUSH? GELATO POINTLESS FAGE? LITTLEPRAWN MERIDIAN,TRAVEL NURSING WOUND SWIM BY SURFACE,TR
2,5148672,5161522,/media/dkohlsdorf/GODZILLA/2011_wav//05281103.wav,102,RIVET STUBBY SCQEW BLOTCHES LITTLEGASH MUGSY PIGLET FLAMBE BRUSH? GELATO POINTLESS FAGE? LITTLEPRAWN MERIDIAN,TRAVEL NURSING WOUND SWIM BY SURFACE,TR
3,5795840,5804594,/media/dkohlsdorf/GODZILLA/2011_wav//05281103.wav,2877,RIVET STUBBY SCQEW BLOTCHES LITTLEGASH MUGSY PIGLET FLAMBE BRUSH? GELATO POINTLESS FAGE? LITTLEPRAWN MERIDIAN,TRAVEL NURSING WOUND SWIM BY SURFACE,TR
4,6033408,6042162,/media/dkohlsdorf/GODZILLA/2011_wav//05281103.wav,8775,RIVET STUBBY SCQEW BLOTCHES LITTLEGASH MUGSY PIGLET FLAMBE BRUSH? GELATO POINTLESS FAGE? LITTLEPRAWN MERIDIAN,TRAVEL NURSING WOUND SWIM BY SURFACE,TR
