,start,stop,filename,cluster,names,anno,behavior
0,17014784,17031730,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
1,2359296,2396722,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
2,11243520,11293234,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
3,11784192,11817522,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
4,11833344,11874866,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
5,11911168,11973170,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
6,13488128,13537842,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
7,20017152,20042290,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
8,20226048,20255282,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,14,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
9,10788864,10814002,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,28,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
10,2408448,2417202,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,33,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
11,3043328,3052082,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,33,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
12,6828032,6836786,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,33,LAGUNA LAVA BIJYO LEUCADIA LEGEND,FORAGING SNAKEFISH FLOUNDER PLAY WITH SARGASSUM DIGGING FISH FECAL SAMPLE DEFECATION,FO
