,start,stop,filename,cluster,index
0,49152,57906,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2491,12056
1,73728,82482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1721,12057
2,86016,94770,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5104,12058
3,122880,139826,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2176,12059
4,221184,229938,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,872,12060
5,262144,270898,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,754,12061
6,278528,287282,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1678,12062
7,290816,299570,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,848,12063
8,491520,500274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1058,12064
9,561152,569906,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12065
10,577536,586290,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,73,12066
11,598016,614962,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,144,12067
12,643072,651826,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2678,12068
13,782336,823858,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,4604,12069
14,868352,877106,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2476,12070
15,921600,938546,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2108,12071
16,946176,967218,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1215,12072
17,1036288,1086002,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5217,12073
18,1126400,1135154,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5579,12074
19,1253376,1262130,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12075
20,1536000,1552946,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,328,12076
21,1683456,1692210,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1404,12077
22,1843200,1851954,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2082,12078
23,1875968,1884722,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,264,12079
24,1945600,1954354,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5594,12080
25,2007040,2019890,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12081
26,2023424,2032178,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,672,12082
27,2056192,2081330,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12083
28,2113536,2122290,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12084
29,2490368,2499122,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,236,12085
30,2527232,2535986,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1328,12086
31,2670592,2687538,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12087
32,2781184,2794034,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12088
33,2842624,2851378,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2301,12089
34,2887680,2896434,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5510,12090
35,2940928,2949682,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,508,12091
36,3043328,3056178,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12092
37,3100672,3109426,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1406,12093
38,3162112,3170866,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,164,12094
39,3178496,3191346,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12095
40,3342336,3359282,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12096
41,3670016,3678770,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,131,12097
42,3772416,3781170,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,686,12098
43,3887104,3899954,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12099
44,3928064,3936818,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5161,12100
45,3997696,4006450,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1431,12101
46,4067328,4076082,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1266,12102
47,4214784,4223538,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,272,12103
48,4276224,4284978,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2224,12104
49,4329472,4338226,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1194,12105
50,4386816,4395570,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,741,12106
51,4501504,4510258,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2792,12107
52,4681728,4690482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2630,12108
53,4734976,4743730,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,157,12109
54,4755456,4764210,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5458,12110
55,4820992,4829746,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12111
56,4902912,4911666,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,696,12112
57,4939776,4952626,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,923,12113
58,4960256,4969010,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12114
59,4993024,5005874,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12115
60,5025792,5034546,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2039,12116
61,5091328,5100082,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,729,12117
62,5177344,5186098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,508,12118
63,5275648,5284402,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,637,12119
64,5357568,5366322,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1987,12120
