,start,stop,filename,cluster,index
65,5406720,5415474,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,782,12121
66,5419008,5427762,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12122
67,5472256,5481010,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,660,12123
68,5500928,5509682,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,922,12124
69,5599232,5607986,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,666,12125
70,5640192,5648946,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,250,12126
71,5705728,5714482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,222,12127
72,6012928,6021682,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12128
73,6094848,6111794,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12129
74,6197248,6206002,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2563,12130
75,6393856,6402610,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1366,12131
76,6422528,6431282,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,607,12132
77,6635520,6644274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,46,12133
78,6672384,6685234,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12134
79,6742016,6750770,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,3937,12135
80,6975488,6984242,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12136
81,7106560,7115314,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2619,12137
82,7225344,7234098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2528,12138
83,7602176,7610930,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1489,12139
84,7704576,7713330,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2973,12140
85,7794688,7803442,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,3505,12141
86,7806976,7815730,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,289,12142
87,7917568,7926322,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,973,12143
88,8396800,8405554,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,4927,12144
89,8704000,8712754,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1175,12145
90,9240576,9249330,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1346,12146
91,9273344,9282098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1286,12147
92,9318400,9327154,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2265,12148
93,9375744,9384498,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12149
94,9629696,9638450,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1261,12150
95,9650176,9658930,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,920,12151
96,9728000,9736754,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2022,12152
97,9773056,9785906,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1296,12153
98,10059776,10068530,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,508,12154
99,10121216,10129970,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1028,12155
100,10162176,10170930,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,73,12156
101,10219520,10228274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,164,12157
102,10252288,10277426,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12158
103,10301440,10310194,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,250,12159
104,10424320,10433074,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,6,12160
105,10444800,10461746,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,165,12161
106,10481664,10490418,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,6,12162
107,10543104,10551858,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,156,12163
108,10555392,10564146,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12164
109,10584064,10592818,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,27,12165
110,10612736,10637874,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12166
111,10678272,10687026,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12167
112,10747904,10756658,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12168
113,10829824,10838578,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12169
114,10842112,10850866,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,696,12170
115,10858496,10867250,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,632,12171
116,10874880,10883634,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,644,12172
117,11018240,11026994,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12173
118,11079680,11088434,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,637,12174
119,11120640,11129394,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5016,12175
120,11137024,11145778,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1368,12176
121,11157504,11170354,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,35,12177
122,11177984,11186738,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12178
123,11223040,11235890,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1,12179
124,11243520,11252274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,266,12180
125,11255808,11272754,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1,12181
126,11321344,11330098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1240,12182
127,11337728,11346482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,126,12183
128,11370496,11379250,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1142,12184
129,11399168,11412018,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12185
130,11472896,11489842,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12186
131,11538432,11547186,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1385,12187
132,11579392,11588146,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12188
133,11730944,11739698,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,4370,12189
134,11747328,11760178,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1,12190
135,11825152,11838002,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12191
136,11845632,11858482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12192
137,11882496,11891250,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,654,12193
138,11902976,11915826,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12194
139,11919360,11928114,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,672,12195
140,11939840,11948594,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,250,12196
141,12042240,12055090,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,3053,12197
142,12079104,12091954,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12198
143,12111872,12120626,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,49,12199
