,start,stop,filename,cluster,index
0,1212416,1225266,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5885,10309
1,2023424,2032178,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,787,10310
2,2142208,2155058,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5606,10311
3,2170880,2216498,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,10516,10312
4,2260992,2327090,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2,10313
5,2342912,2355762,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5140,10314
6,2433024,2445874,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,11026,10315
7,2564096,2597426,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,4201,10316
8,2793472,2802226,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5092,10317
9,2883584,2892338,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,6785,10318
10,2998272,3043890,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,3272,10319
11,3186688,3285554,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2,10320
12,3309568,3322418,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,8672,10321
13,3387392,3449394,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,1360,10322
14,3502080,3568178,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2,10323
15,3833856,3875378,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5090,10324
16,3985408,4039218,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2733,10325
17,4382720,4440626,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,348,10326
18,4468736,4526642,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,308,10327
19,4546560,4559410,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5603,10328
20,4632576,4641330,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,3204,10329
21,5611520,5669426,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5310,10330
22,5681152,5780018,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2,10331
23,6017024,6087218,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2,10332
24,6283264,6300210,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,3712,10333
25,6352896,6464050,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,2,10334
26,6483968,6496818,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5280,10335
27,6537216,6599218,/media/dkohlsdorf/GODZILLA/2011_wav//071611sb.wav,5538,10336
