,start,stop,filename,cluster,index
0,557056,565810,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1209,11950
1,1327104,1339954,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1659,11951
2,1454080,1462834,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4380,11952
3,1527808,1573426,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,850,11953
4,1753088,1761842,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,5675,11954
5,1785856,1794610,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1190,11955
6,2134016,2142770,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2029,11956
7,2461696,2470450,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,217,11957
8,2572288,2601522,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2810,11958
9,2605056,2613810,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1637,11959
10,3391488,3400242,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4256,11960
11,3620864,3629618,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2309,11961
12,3751936,3772978,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,5193,11962
13,4190208,4211250,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4834,11963
14,4231168,4244018,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1647,11964
15,4251648,4260402,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2542,11965
16,4272128,4342322,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2,11966
17,4362240,4379186,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2735,11967
18,4411392,4420146,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,91,11968
19,4493312,4502066,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1612,11969
20,4513792,4530738,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2359,11970
21,4538368,4551218,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1666,11971
22,4554752,4571698,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2478,11972
23,4640768,4670002,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1440,11973
24,4734976,4743730,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2162,11974
25,4788224,4817458,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2697,11975
26,5279744,5292594,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1446,11976
27,5316608,5333554,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2874,11977
28,5341184,5382706,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2450,11978
29,5394432,5427762,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2355,11979
30,5447680,5481010,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1560,11980
