,start,stop,filename,cluster,index
31,5505024,5517874,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2326,11981
32,5623808,5640754,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2822,11982
33,5898240,5906994,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,213,11983
34,5959680,5972530,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1765,11984
35,6017024,6054450,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1814,11985
36,6135808,6152754,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,300,11986
37,6184960,6222386,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,425,11987
38,6225920,6234674,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,138,11988
39,6242304,6271538,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2027,11989
40,6283264,6292018,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2221,11990
41,6316032,6365746,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1608,11991
42,6377472,6418994,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1603,11992
43,6553600,6595122,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3604,11993
44,6664192,6693426,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,668,11994
45,6717440,6726194,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2436,11995
46,6729728,6746674,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2259,11996
47,6762496,6799922,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4320,11997
48,6807552,6844978,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,867,11998
49,6852608,6881842,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1129,11999
50,7208960,7221810,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1474,12000
51,7237632,7246386,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2791,12001
52,7430144,7438898,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1600,12002
53,7446528,7455282,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4480,12003
54,7487488,7520818,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2277,12004
55,7524352,7549490,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,896,12005
56,7553024,7565874,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1840,12006
57,7630848,7688754,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1956,12007
58,7708672,7717426,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2200,12008
59,9048064,9056818,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1900,12009
60,9146368,9163314,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2655,12010
61,9437184,9450034,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3600,12011
62,9478144,9486898,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1643,12012
63,10104832,10113586,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2403,12013
64,10485760,10494514,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2068,12014
65,10498048,10531378,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,10888,12015
66,10649600,10666546,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3736,12016
67,11010048,11018802,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1232,12017
68,11186176,11194930,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1737,12018
69,11530240,11538994,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4621,12019
70,11628544,11653682,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,710,12020
71,11657216,11665970,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1217,12021
72,11698176,11706930,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1760,12022
73,12128256,12137010,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1981,12023
74,12443648,12460594,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4450,12024
75,13848576,13861426,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1614,12025
76,15695872,15733298,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4189,12026
77,15736832,15770162,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1937,12027
78,16166912,16179762,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4946,12028
79,16945152,16970290,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1373,12029
80,16986112,16994866,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1639,12030
81,17063936,17072690,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3864,12031
82,17125376,17134130,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1104,12032
83,17170432,17179186,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1256,12033
84,17379328,17400370,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3466,12034
85,17420288,17429042,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1432,12035
86,17440768,17449522,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1801,12036
87,17575936,17592882,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2024,12037
88,17661952,17674802,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3037,12038
89,17731584,17748530,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,298,12039
90,17784832,17793586,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1994,12040
91,17797120,17809970,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4007,12041
92,17903616,17953330,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2787,12042
93,17985536,18035250,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2581,12043
94,18153472,18170418,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,8196,12044
95,18268160,18289202,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1613,12045
96,18305024,18317874,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1911,12046
97,18354176,18383410,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1941,12047
98,18632704,18645554,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1834,12048
99,18739200,18756146,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,4016,12049
100,18882560,18891314,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2279,12050
101,19009536,19018290,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,1102,12051
102,19447808,19456562,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,2356,12052
103,19468288,19477042,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3444,12053
104,19591168,19599922,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,3524,12054
105,19738624,19747378,/media/dkohlsdorf/GODZILLA/2011_wav//05291202 Canon.wav,303,12055
