,start,stop,filename,cluster,index
43,4304896,4313650,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2766,13867
44,4358144,4375090,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,35,13868
45,4386816,4395570,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,680,13869
46,4407296,4416050,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1065,13870
47,4419584,4428338,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1066,13871
48,4431872,4452914,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,450,13872
49,4509696,4522546,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,345,13873
50,4661248,4670002,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,510,13874
51,4718592,4727346,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,254,13875
52,4812800,4821554,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,237,13876
53,4894720,4907570,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,199,13877
54,5017600,5026354,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2458,13878
55,5029888,5038642,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1313,13879
56,5070848,5079602,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1136,13880
57,5210112,5218866,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,428,13881
58,5308416,5317170,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,430,13882
59,5406720,5415474,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,221,13883
60,5730304,5739058,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,427,13884
61,5943296,5952050,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,263,13885
62,6135808,6144562,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,565,13886
63,6447104,6455858,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,503,13887
64,6553600,6566450,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,229,13888
65,6897664,6906418,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,219,13889
66,6914048,6943282,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2427,13890
67,7016448,7025202,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1097,13891
68,7249920,7258674,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,971,13892
69,7356416,7365170,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1200,13893
70,7421952,7442994,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,281,13894
71,7643136,7651890,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,593,13895
72,7757824,7766578,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,201,13896
73,7995392,8004146,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1384,13897
