,start,stop,filename,cluster,index
0,8192,25138,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,158,13824
1,49152,57906,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,87,13825
2,61440,70194,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1219,13826
3,98304,107058,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,6,13827
4,114688,123442,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,495,13828
5,208896,217650,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,4,13829
6,270336,283186,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,209,13830
7,303104,311858,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1324,13831
8,417792,430642,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,277,13832
9,442368,451122,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,116,13833
10,634880,643634,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,520,13834
11,774144,782898,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,180,13835
12,1040384,1049138,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,216,13836
13,1323008,1331762,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,529,13837
14,1482752,1491506,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2753,13838
15,1740800,1749554,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,412,13839
16,1794048,1802802,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1255,13840
17,2248704,2257458,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,284,13841
18,2437120,2445874,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,982,13842
19,2453504,2462258,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,552,13843
20,2510848,2519602,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1351,13844
21,2551808,2560562,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1188,13845
22,2670592,2679346,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,195,13846
23,2826240,2834994,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,261,13847
24,3129344,3142194,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2273,13848
25,3153920,3162674,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,703,13849
26,3260416,3277362,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1168,13850
27,3305472,3322418,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,66,13851
28,3330048,3338802,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,21,13852
29,3350528,3363378,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2640,13853
30,3395584,3412530,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1265,13854
31,3485696,3506738,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,944,13855
32,3518464,3539506,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,446,13856
33,3543040,3551794,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1195,13857
34,3633152,3654194,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,5478,13858
35,3657728,3670578,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,193,13859
36,3801088,3818034,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2604,13860
37,3833856,3842610,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,335,13861
38,3846144,3863090,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1,13862
39,3915776,3924530,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,494,13863
40,4120576,4129330,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1303,13864
41,4169728,4178482,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2710,13865
42,4227072,4235826,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,408,13866
