,start,stop,filename,cluster,names,anno,behavior
0,4595712,4657714,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
1,5177344,5251634,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
2,5480448,5546546,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
3,5844992,5923378,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
4,9154560,9232946,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
5,10035200,10080818,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
6,89268224,89346610,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,62,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
7,9998336,10031666,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,81,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
8,29110272,29123122,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,241,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
9,847872,856626,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,320,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
10,74579968,74605106,/media/dkohlsdorf/GODZILLA/2011_wav//07161102.wav,796,MALIBU KAI SUNAMI PICASSO LINUS LHASA SIDEBAND ACHILLES,AGRESSION ALL MALES TAIL SLAP HEAD HEAD VERT HANG FECAL SAMPLE OPEN MOUTH,AG
