,start,stop,filename,cluster,names,anno,behavior
0,3350528,3359282,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,33,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
1,10428416,10437170,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,33,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
2,2887680,2896434,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,71,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
3,8978432,8987186,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,82,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
4,884736,909874,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,104,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
5,9371648,9380402,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,155,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
6,16101376,16110130,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,252,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
7,7770112,7782962,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,476,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
8,16285696,16294450,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,487,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
9,15716352,15729202,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,542,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
10,13910016,13918770,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,719,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
11,14766080,14774834,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,719,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
12,14143488,14156338,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,1017,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
13,16211968,16220722,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,1904,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
14,7860224,7868978,/media/dkohlsdorf/GODZILLA/2011_wav//05261103C.wav,4182,BISHU CAROH DENI LAGUNA LEUCADIA BAMBOO,PLAY TRAVEL POX SURFING VOCALS WHISTLES BUBBLES PREGNANT,PL TR
