573440,582194,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,260
622592,639538,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,158
724992,737842,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4683
917504,930354,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2942
1183744,1192498,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1847
1310720,1323570,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2115
1335296,1344050,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1616
1388544,1397298,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1488
1400832,1417778,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1391
1581056,1589810,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2481
1634304,1647154,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4475
1900544,1917490,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1
1929216,1937970,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4980
1998848,2007602,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,604
2039808,2048562,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5467
2101248,2110002,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1566
2113536,2122290,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,7062
2273280,2282034,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2204
2293760,2302514,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2941
2359296,2396722,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2748
2408448,2417202,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,598
2461696,2470450,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5533
2793472,2806322,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,35
3006464,3019314,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,345
3043328,3052082,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,87
3231744,3240498,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,585
3252224,3269170,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,9789
3330048,3351090,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,345
3362816,3371570,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3490
3416064,3424818,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,508
3481600,3490354,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5298
3506176,3519026,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,345
3547136,3555890,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,788
3575808,3592754,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,158
3608576,3617330,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,680
3674112,3699250,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,345
3743744,3756594,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,345
3788800,3797554,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5468
3878912,3887666,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,151
3964928,3981874,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,158
4009984,4018738,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,51
4071424,4084274,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,345
4145152,4162098,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,35
4489216,4497970,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5396
4505600,4514354,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5324
4575232,4583986,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,10202
4722688,4739634,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5588
4743168,4768306,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,347
4775936,4792882,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1210
4829184,4837938,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,680
4857856,4866610,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,680
4878336,4887090,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5261
4890624,4915762,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,158
5062656,5075506,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2120
5111808,5120562,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,79
5492736,5501490,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4399
5505024,5513778,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2178
5779456,5788210,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,236
5820416,5829170,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,79
6279168,6287922,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1434
6426624,6443570,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1844
6455296,6468146,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4674
6795264,6804018,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4620
6828032,6836786,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,115
7008256,7017010,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,598
7131136,7139890,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2677
7221248,7234098,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1694
7380992,7389746,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,817
7499776,7508530,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,962
7581696,7590450,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1101
7720960,7733810,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1739
7745536,7754290,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,289
7782400,7791154,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1389
7864320,7873074,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1300
7892992,7901746,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1329
7970816,7979570,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2630
8126464,8135218,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4828
8241152,8249906,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,79
8282112,8290866,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,97
8327168,8335922,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1459
8376320,8385074,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3287
8740864,8757810,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3729
8810496,8823346,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2561
8990720,8999474,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2482
9060352,9069106,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1906
9162752,9179698,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2648
9244672,9253426,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,236
9285632,9294386,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1970
9297920,9306674,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4747
9351168,9368114,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2789
9400320,9409074,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,680
9543680,9552434,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2505
9601024,9609778,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3845
9711616,9720370,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2705
9736192,9744946,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2671
10129408,10150450,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3170
10203136,10215986,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3791
10219520,10228274,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3797
10240000,10252850,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4376
10260480,10269234,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,775
10280960,10289714,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1532
10297344,10306098,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1848
10452992,10461746,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2575
10522624,10531378,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,23
10571776,10580530,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2288
10743808,10752562,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4354
10788864,10814002,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2465
10829824,10871346,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,19
10915840,10924594,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3580
11218944,11227698,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3269
11243520,11293234,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,82
11407360,11420210,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4477
11460608,11477554,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5822
11485184,11502130,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2694
11714560,11723314,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1470
11784192,11817522,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,82
11833344,11874866,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,82
11911168,11973170,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,82
12025856,12046898,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,3217
12152832,12161586,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2106
12488704,12497458,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1325
12513280,12522034,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5262
12546048,12554802,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,1589
12607488,12616242,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2413
12734464,12743218,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,2682
12779520,12788274,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,4311
13144064,13152818,/media/dkohlsdorf/GODZILLA/2011_wav//06141101C.wav,5007
