,start,stop,filename,cluster,names,anno,behavior
0,0,8754,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,1296,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
1,241664,270898,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,163,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
2,294912,303666,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,1050,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
3,307200,315954,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,8834,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
4,323584,365106,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,93,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
5,561152,578098,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,4363,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
6,581632,606770,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,2761,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
7,696320,705074,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,10334,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
8,802816,811570,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,4281,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
9,815104,827954,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,5411,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
10,831488,893490,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,702,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
11,1355776,1364530,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,502,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
12,1404928,1442354,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,4020,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
13,2494464,2503218,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,71,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
14,2605056,2638386,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,1126,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
15,2641920,2658866,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,5401,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
16,2666496,2728498,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,346,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
17,2756608,2765362,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,7259,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
18,2781184,2798130,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,3392,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
19,2928640,2937394,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,2064,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
20,2949120,3011122,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,346,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
21,3018752,3031602,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,5475,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
22,3117056,3179058,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,346,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
23,3366912,3408434,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,2513,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
24,3534848,3588658,/media/dkohlsdorf/GODZILLA/2011_wav//06131103.wav,5166,TRIMY TYLER BISHU LINUS MALIBU PIGLET ACHILLES AMANDA POINTLESS TRIBBLE TRISTAN BAMBOO,FORAGING CHASE FLYING FISH SWIM BY REMORA CHASE FISH,FO
